accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR33938007	SRP591378	new	PRJNA1274439	SAMN48984037	MTN001-v1-stool	MTN001-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN001-v1-stool_S158_L001_R1_001.fastq.gz	MTN001-v1-stool_S158_L001_R2_001.fastq.gz				
SRR33938006	SRP591378	new	PRJNA1274439	SAMN48984038	MTN004-v1-stool	MTN004-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN004-v1-stool_S54_L001_R1_001.fastq.gz	MTN004-v1-stool_S54_L001_R2_001.fastq.gz				
SRR33937979	SRP591378	new	PRJNA1274439	SAMN48984039	MTN005-v1-stool	MTN005-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN005-v1-stool_S2_L001_R1_001.fastq.gz	MTN005-v1-stool_S2_L001_R2_001.fastq.gz				
SRR33937701	SRP591378	new	PRJNA1274439	SAMN48984040	MTN006-v1-stool	MTN006-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN006-v1-stool_S78_L001_R1_001.fastq.gz	MTN006-v1-stool_S78_L001_R2_001.fastq.gz				
SRR33937851	SRP591378	new	PRJNA1274439	SAMN48984041	MTN007-v1-stool	MTN007-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN007-v1-stool_S125_L001_R1_001.fastq.gz	MTN007-v1-stool_S125_L001_R2_001.fastq.gz				
SRR33937840	SRP591378	new	PRJNA1274439	SAMN48984042	MTN008-v1-stool	MTN008-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN008-v1-stool_S156_L001_R1_001.fastq.gz	MTN008-v1-stool_S156_L001_R2_001.fastq.gz				
SRR33937773	SRP591378	new	PRJNA1274439	SAMN48984043	MTN009-v1-stool	MTN009-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN009-v1-stool_S35_L001_R1_001.fastq.gz	MTN009-v1-stool_S35_L001_R2_001.fastq.gz				
SRR33937762	SRP591378	new	PRJNA1274439	SAMN48984044	MTN010-v1-stool	MTN010-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN010-v1-stool_S169_L001_R1_001.fastq.gz	MTN010-v1-stool_S169_L001_R2_001.fastq.gz				
SRR33937696	SRP591378	new	PRJNA1274439	SAMN48984045	MTN011-v1-stool	MTN011-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN011-v1-stool_S52_L001_R1_001.fastq.gz	MTN011-v1-stool_S52_L001_R2_001.fastq.gz				
SRR33937685	SRP591378	new	PRJNA1274439	SAMN48984046	MTN012-v1-stool	MTN012-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN012-v1-stool_S47_L001_R1_001.fastq.gz	MTN012-v1-stool_S47_L001_R2_001.fastq.gz				
SRR33938005	SRP591378	new	PRJNA1274439	SAMN48984047	MTN013-v1-stool	MTN013-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN013-v1-stool_S105_L001_R1_001.fastq.gz	MTN013-v1-stool_S105_L001_R2_001.fastq.gz				
SRR33937994	SRP591378	new	PRJNA1274439	SAMN48984048	MTN014-v1-stool	MTN014-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN014-v1-stool_S14_L001_R1_001.fastq.gz	MTN014-v1-stool_S14_L001_R2_001.fastq.gz				
SRR33937983	SRP591378	new	PRJNA1274439	SAMN48984049	MTN016-v1-stool	MTN016-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN016-v1-stool_S32_L001_R1_001.fastq.gz	MTN016-v1-stool_S32_L001_R2_001.fastq.gz				
SRR33937916	SRP591378	new	PRJNA1274439	SAMN48984050	MTN019-v1-stool	MTN019-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN019-v1-stool_S114_L001_R1_001.fastq.gz	MTN019-v1-stool_S114_L001_R2_001.fastq.gz				
SRR33937905	SRP591378	new	PRJNA1274439	SAMN48984051	MTN021-v1-stool	MTN021-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN021-v1-stool_S138_L001_R1_001.fastq.gz	MTN021-v1-stool_S138_L001_R2_001.fastq.gz				
SRR33937838	SRP591378	new	PRJNA1274439	SAMN48984052	MTN022-v1-stool	MTN022-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN022-v1-stool_S81_L001_R1_001.fastq.gz	MTN022-v1-stool_S81_L001_R2_001.fastq.gz				
SRR33937827	SRP591378	new	PRJNA1274439	SAMN48984053	MTN023-v1-stool	MTN023-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN023-v1-stool_S114_L001_R1_001.fastq.gz	MTN023-v1-stool_S114_L001_R2_001.fastq.gz				
SRR33937816	SRP591378	new	PRJNA1274439	SAMN48984054	MTN024-v1-stool	MTN024-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN024-v1-stool_S30_L001_R1_001.fastq.gz	MTN024-v1-stool_S30_L001_R2_001.fastq.gz				
SRR33937749	SRP591378	new	PRJNA1274439	SAMN48984055	MTN025-v1-stool	MTN025-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN025-v1-stool_S190_L001_R1_001.fastq.gz	MTN025-v1-stool_S190_L001_R2_001.fastq.gz				
SRR33937738	SRP591378	new	PRJNA1274439	SAMN48984056	MTN027-v1-stool	MTN027-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN027-v1-stool_S39_L001_R1_001.fastq.gz	MTN027-v1-stool_S39_L001_R2_001.fastq.gz				
SRR33937978	SRP591378	new	PRJNA1274439	SAMN48984057	MTN028-v1-stool	MTN028-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN028-v1-stool_S27_L001_R1_001.fastq.gz	MTN028-v1-stool_S27_L001_R2_001.fastq.gz				
SRR33937967	SRP591378	new	PRJNA1274439	SAMN48984058	MTN029-v1-stool	MTN029-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN029-v1-stool_S95_L001_R1_001.fastq.gz	MTN029-v1-stool_S95_L001_R2_001.fastq.gz				
SRR33937956	SRP591378	new	PRJNA1274439	SAMN48984059	MTN030-v1-stool	MTN030-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN030-v1-stool_S130_L001_R1_001.fastq.gz	MTN030-v1-stool_S130_L001_R2_001.fastq.gz				
SRR33937889	SRP591378	new	PRJNA1274439	SAMN48984060	MTN031-v1-stool	MTN031-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN031-v1-stool_S108_L001_R1_001.fastq.gz	MTN031-v1-stool_S108_L001_R2_001.fastq.gz				
SRR33937878	SRP591378	new	PRJNA1274439	SAMN48984061	MTN032-v1-stool	MTN032-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN032-v1-stool_S83_L001_R1_001.fastq.gz	MTN032-v1-stool_S83_L001_R2_001.fastq.gz				
SRR33937811	SRP591378	new	PRJNA1274439	SAMN48984062	MTN033-v1-stool	MTN033-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN033-v1-stool_S134_L001_R1_001.fastq.gz	MTN033-v1-stool_S134_L001_R2_001.fastq.gz				
SRR33937800	SRP591378	new	PRJNA1274439	SAMN48984063	MTN035-v1-stool	MTN035-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN035-v1-stool_S178_L001_R1_001.fastq.gz	MTN035-v1-stool_S178_L001_R2_001.fastq.gz				
SRR33937789	SRP591378	new	PRJNA1274439	SAMN48984064	MTN036-v1-stool	MTN036-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN036-v1-stool_S51_L001_R1_001.fastq.gz	MTN036-v1-stool_S51_L001_R2_001.fastq.gz				
SRR33937722	SRP591378	new	PRJNA1274439	SAMN48984065	MTN037-v1-stool	MTN037-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN037-v1-stool_S13_L001_R1_001.fastq.gz	MTN037-v1-stool_S13_L001_R2_001.fastq.gz				
SRR33937711	SRP591378	new	PRJNA1274439	SAMN48984066	MTN038-v1-stool	MTN038-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN038-v1-stool_S168_L001_R1_001.fastq.gz	MTN038-v1-stool_S168_L001_R2_001.fastq.gz				
SRR33937951	SRP591378	new	PRJNA1274439	SAMN48984067	MTN039-v1-stool	MTN039-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN039-v1-stool_S35_L001_R1_001.fastq.gz	MTN039-v1-stool_S35_L001_R2_001.fastq.gz				
SRR33937940	SRP591378	new	PRJNA1274439	SAMN48984068	MTN040-v1-stool	MTN040-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN040-v1-stool_S177_L001_R1_001.fastq.gz	MTN040-v1-stool_S177_L001_R2_001.fastq.gz				
SRR33937929	SRP591378	new	PRJNA1274439	SAMN48984069	MTN041-v1-stool	MTN041-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN041-v1-stool_S112_L001_R1_001.fastq.gz	MTN041-v1-stool_S112_L001_R2_001.fastq.gz				
SRR33937862	SRP591378	new	PRJNA1274439	SAMN48984070	MTN042-v1-stool	MTN042-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN042-v1-stool_S79_L001_R1_001.fastq.gz	MTN042-v1-stool_S79_L001_R2_001.fastq.gz				
SRR33937857	SRP591378	new	PRJNA1274439	SAMN48984071	MTN044-v1-stool	MTN044-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN044-v1-stool_S81_L001_R1_001.fastq.gz	MTN044-v1-stool_S81_L001_R2_001.fastq.gz				
SRR33937856	SRP591378	new	PRJNA1274439	SAMN48984072	MTN045-v1-stool	MTN045-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN045-v1-stool_S157_L001_R1_001.fastq.gz	MTN045-v1-stool_S157_L001_R2_001.fastq.gz				
SRR33937855	SRP591378	new	PRJNA1274439	SAMN48984073	MTN047-v1-stool	MTN047-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN047-v1-stool_S115_L001_R1_001.fastq.gz	MTN047-v1-stool_S115_L001_R2_001.fastq.gz				
SRR33937854	SRP591378	new	PRJNA1274439	SAMN48984074	MTN048-v1-stool	MTN048-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN048-v1-stool_S160_L001_R1_001.fastq.gz	MTN048-v1-stool_S160_L001_R2_001.fastq.gz				
SRR33937853	SRP591378	new	PRJNA1274439	SAMN48984075	MTN049-v1-stool	MTN049-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN049-v1-stool_S22_L001_R1_001.fastq.gz	MTN049-v1-stool_S22_L001_R2_001.fastq.gz				
SRR33937852	SRP591378	new	PRJNA1274439	SAMN48984076	MTN051-v1-stool	MTN051-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN051-v1-stool_S186_L001_R1_001.fastq.gz	MTN051-v1-stool_S186_L001_R2_001.fastq.gz				
SRR33937850	SRP591378	new	PRJNA1274439	SAMN48984077	MTN052-v1-stool	MTN052-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN052-v1-stool_S31_L001_R1_001.fastq.gz	MTN052-v1-stool_S31_L001_R2_001.fastq.gz				
SRR33937849	SRP591378	new	PRJNA1274439	SAMN48984078	MTN053-v1-stool	MTN053-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN053-v1-stool_S39_L001_R1_001.fastq.gz	MTN053-v1-stool_S39_L001_R2_001.fastq.gz				
SRR33937848	SRP591378	new	PRJNA1274439	SAMN48984079	MTN054-v1-stool	MTN054-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN054-v1-stool_S65_L001_R1_001.fastq.gz	MTN054-v1-stool_S65_L001_R2_001.fastq.gz				
SRR33937847	SRP591378	new	PRJNA1274439	SAMN48984080	MTN055-v1-stool	MTN055-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN055-v1-stool_S40_L001_R1_001.fastq.gz	MTN055-v1-stool_S40_L001_R2_001.fastq.gz				
SRR33937846	SRP591378	new	PRJNA1274439	SAMN48984081	MTN056-v1-stool	MTN056-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN056-v1-stool_S48_L001_R1_001.fastq.gz	MTN056-v1-stool_S48_L001_R2_001.fastq.gz				
SRR33937845	SRP591378	new	PRJNA1274439	SAMN48984082	MTN057-v1-stool	MTN057-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN057-v1-stool_S175_L001_R1_001.fastq.gz	MTN057-v1-stool_S175_L001_R2_001.fastq.gz				
SRR33937844	SRP591378	new	PRJNA1274439	SAMN48984083	MTN058-v1-stool	MTN058-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN058-v1-stool_S171_L001_R1_001.fastq.gz	MTN058-v1-stool_S171_L001_R2_001.fastq.gz				
SRR33937843	SRP591378	new	PRJNA1274439	SAMN48984084	MTN059-v1-stool	MTN059-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN059-v1-stool_S17_L001_R1_001.fastq.gz	MTN059-v1-stool_S17_L001_R2_001.fastq.gz				
SRR33937842	SRP591378	new	PRJNA1274439	SAMN48984085	MTN060-v1-stool	MTN060-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN060-v1-stool_S49_L001_R1_001.fastq.gz	MTN060-v1-stool_S49_L001_R2_001.fastq.gz				
SRR33937841	SRP591378	new	PRJNA1274439	SAMN48984086	MTN062-v1-stool	MTN062-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN062-v1-stool_S60_L001_R1_001.fastq.gz	MTN062-v1-stool_S60_L001_R2_001.fastq.gz				
SRR33937783	SRP591378	new	PRJNA1274439	SAMN48984087	MTN063-v1-stool	MTN063-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN063-v1-stool_S174_L001_R1_001.fastq.gz	MTN063-v1-stool_S174_L001_R2_001.fastq.gz				
SRR33937782	SRP591378	new	PRJNA1274439	SAMN48984088	MTN064-v1-stool	MTN064-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN064-v1-stool_S68_L001_R1_001.fastq.gz	MTN064-v1-stool_S68_L001_R2_001.fastq.gz				
SRR33937781	SRP591378	new	PRJNA1274439	SAMN48984089	MTN065-v1-stool	MTN065-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN065-v1-stool_S20_L001_R1_001.fastq.gz	MTN065-v1-stool_S20_L001_R2_001.fastq.gz				
SRR33937780	SRP591378	new	PRJNA1274439	SAMN48984090	MTN066-v1-stool	MTN066-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN066-v1-stool_S38_L001_R1_001.fastq.gz	MTN066-v1-stool_S38_L001_R2_001.fastq.gz				
SRR33937779	SRP591378	new	PRJNA1274439	SAMN48984091	MTN068-v1-stool	MTN068-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN068-v1-stool_S188_L001_R1_001.fastq.gz	MTN068-v1-stool_S188_L001_R2_001.fastq.gz				
SRR33937778	SRP591378	new	PRJNA1274439	SAMN48984092	MTN070-v1-stool	MTN070-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN070-v1-stool_S151_L001_R1_001.fastq.gz	MTN070-v1-stool_S151_L001_R2_001.fastq.gz				
SRR33937777	SRP591378	new	PRJNA1274439	SAMN48984093	MTN071-v1-stool	MTN071-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN071-v1-stool_S50_L001_R1_001.fastq.gz	MTN071-v1-stool_S50_L001_R2_001.fastq.gz				
SRR33937776	SRP591378	new	PRJNA1274439	SAMN48984094	MTN073-v1-stool	MTN073-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN073-v1-stool_S19_L001_R1_001.fastq.gz	MTN073-v1-stool_S19_L001_R2_001.fastq.gz				
SRR33937775	SRP591378	new	PRJNA1274439	SAMN48984095	MTN074-v1-stool	MTN074-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN074-v1-stool_S181_L001_R1_001.fastq.gz	MTN074-v1-stool_S181_L001_R2_001.fastq.gz				
SRR33937774	SRP591378	new	PRJNA1274439	SAMN48984096	MTN075-v1-stool	MTN075-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN075-v1-stool_S127_L001_R1_001.fastq.gz	MTN075-v1-stool_S127_L001_R2_001.fastq.gz				
SRR33937772	SRP591378	new	PRJNA1274439	SAMN48984097	MTN076-v1-stool	MTN076-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN076-v1-stool_S92_L001_R1_001.fastq.gz	MTN076-v1-stool_S92_L001_R2_001.fastq.gz				
SRR33937771	SRP591378	new	PRJNA1274439	SAMN48984098	MTN077-v1-stool	MTN077-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN077-v1-stool_S34_L001_R1_001.fastq.gz	MTN077-v1-stool_S34_L001_R2_001.fastq.gz				
SRR33937770	SRP591378	new	PRJNA1274439	SAMN48984099	MTN079-v1-stool	MTN079-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN079-v1-stool_S55_L001_R1_001.fastq.gz	MTN079-v1-stool_S55_L001_R2_001.fastq.gz				
SRR33937769	SRP591378	new	PRJNA1274439	SAMN48984100	MTN080-v1-stool	MTN080-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN080-v1-stool_S141_L001_R1_001.fastq.gz	MTN080-v1-stool_S141_L001_R2_001.fastq.gz				
SRR33937768	SRP591378	new	PRJNA1274439	SAMN48984101	MTN081-v1-stool	MTN081-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN081-v1-stool_S115_L001_R1_001.fastq.gz	MTN081-v1-stool_S115_L001_R2_001.fastq.gz				
SRR33937767	SRP591378	new	PRJNA1274439	SAMN48984102	MTN082-v1-stool	MTN082-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN082-v1-stool_S149_L001_R1_001.fastq.gz	MTN082-v1-stool_S149_L001_R2_001.fastq.gz				
